uuid,省,市,区县,网点名称,地址,开办业务,邮编,页面URL,抓取状态
50218,湖北省,咸宁市,咸安区,咸安区横沟邮政支局,湖北省咸宁市咸安区横沟镇正街5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437012,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50218,OK
50219,湖北省,咸宁市,咸安区,咸安区双溪邮政支局,湖北咸宁市咸安区双溪镇正街161号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437014,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50219,OK
50220,湖北省,咸宁市,咸安区,咸安区高桥邮政支局,湖北咸宁市咸安区高桥镇希望路47号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437017,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50220,OK
50221,湖北省,咸宁市,咸安区,咸安区大幕邮政支局,湖北咸宁市咸安区大幕乡常收南街59号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437018,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50221,OK
50222,湖北省,咸宁市,咸安区,咸安区马桥邮政支局,湖北咸宁市咸安区马柏大道169号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437020,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50222,OK
50223,湖北省,咸宁市,咸安区,咸安区桂花邮政支局,湖北咸宁市咸安区桂花镇毛坪街133号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437024,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50223,OK
50224,湖北省,咸宁市,咸安区,咸安区汀泗邮政支局,湖北省咸宁市咸安区汀泗镇叶挺大道133号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437025,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50224,OK
50225,湖北省,咸宁市,咸安区,咸安区向阳湖邮政所,湖北咸宁市咸安区向阳大道4-6号,信件、印刷品、包裹、邮政汇兑,437032,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50225,OK
50226,湖北省,咸宁市,咸安区,咸安区官埠邮政所,湖北咸宁市咸安区官埠镇28号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437035,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50226,OK
50227,湖北省,咸宁市,咸安区,咸宁市花坛邮政支局,湖北省咸宁市温泉路56号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,437000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50227,OK
50228,湖北省,咸宁市,咸安区,咸宁市幸福路邮政支局,湖北省咸宁市咸安区淦河大道77号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50228,OK
50229,湖北省,咸宁市,咸安区,咸宁市三号桥邮政支局,咸宁市淦河大道838号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437199,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50229,OK
50230,湖北省,咸宁市,咸安区,咸宁市泉塘邮政支局,湖北省咸宁市咸安区银泉大道288号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50230,OK
50231,湖北省,咸宁市,咸安区,咸宁市体育路邮政支局,湖北省咸宁市银泉大道550号,信件、印刷品、包裹、邮政汇兑、报刊订阅,437000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50231,OK
50232,湖北省,随州市,曾都区,随州市明珠路邮政所,随州市北郊明珠路65-8号,信件、印刷品、包裹、邮政汇兑、港澳台业务,441300,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50232,OK
50233,湖北省,随州市,曾都区,随州市碧桂园支局,随州市迎宾大道碧桂园翠山南天295栋1层,信件、印刷品、包裹、邮政汇兑、港澳台业务,441399,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50233,OK
50234,湖北省,随州市,曾都区,随州市汉东路邮政所,随州市汉东路30号,信件、印刷品、包裹、邮政汇兑、港澳台业务,441300,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50234,OK
50235,湖北省,随州市,曾都区,随州市小东关支局,随州市解放路18号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,441399,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50235,OK
50236,湖北省,随州市,曾都区,随州香江邮政支局,随州市香江商贸市场,信件、印刷品、包裹、邮政汇兑、港澳台业务,441300,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50236,OK
50237,湖北省,随州市,曾都区,擂鼓墩邮政支局,随州市曾都区南郊擂鼓墩大道126号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441399,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50237,OK
50238,湖北省,随州市,曾都区,两水邮政支局,随州市曾都区经济开发区新工一路118号,信件、印刷品、包裹、邮政汇兑、港澳台业务,441300,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50238,OK
50239,湖北省,随州市,曾都区,随州市塔儿湾邮政所,湖北省随州市万店镇塔湾乡168号,信件、印刷品、包裹、邮政汇兑、港澳台业务,441301,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50239,OK
50240,湖北省,随州市,曾都区,随州市万店邮政支局,随州市万店镇新街620号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441302,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50240,OK
50241,湖北省,随州市,曾都区,随州市淅河邮政支局,随州市淅河镇源丰大道321号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441326,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50241,OK
50242,湖北省,随州市,曾都区,随州市府河邮政支局,随州市府河镇57号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441328,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50242,OK
50243,湖北省,随州市,曾都区,何店邮政支局,随州市曾都区何店镇王家河54号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441332,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50243,OK
50244,湖北省,随州市,曾都区,洛阳邮政支局,随州市洛阳镇沿河东路15号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,441333,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50244,OK
50245,湖北省,随州市,曾都区,随州市曾都区分公司滨湖湾支局,随州市曾都区东城办事处滨湖湾A4路-迎宾大道0,信件、印刷品、包裹、邮政汇兑、港澳台业务,441300,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50245,OK
50246,辽宁省,鞍山市,立山区,高新邮政支局,辽宁省鞍山市高新区科技路16号西侧网点,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,114051,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50246,OK
50247,辽宁省,本溪市,明山区,本溪市北地邮政支局,本溪市明山区解放北路35号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50247,OK
50248,辽宁省,本溪市,明山区,本溪市站前邮政支局,辽宁省本溪市明山区站前街道解放北路78号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50248,OK
50249,辽宁省,本溪市,平山区,本溪市立信邮政支局,本溪市平山区北光路71栋1层1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50249,OK
50250,辽宁省,本溪市,明山区,本溪市城建邮政支局,辽宁省本溪市明山区明山街道城建小区,信件、印刷品、包裹、邮政汇兑、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50250,OK
50251,辽宁省,本溪市,明山区,本溪市峪明邮政支局,本溪市明山区峪明路12栋1至2层4号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50251,OK
50252,辽宁省,本溪市,平山区,本溪市天华邮政支局,辽宁省本溪市平山区新欣街第七幢1单元06号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117021,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50252,OK
50253,辽宁省,本溪市,平山区,本溪市前进邮政支局,辽宁省本溪市平山区平山街道平山路103栋1层3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50253,OK
50254,辽宁省,本溪市,明山区,本溪市消防邮政支局,本溪市明山区水塔路90栋1层5号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50254,OK
50255,辽宁省,本溪市,溪湖区,本溪市溪湖站前邮政支局,本溪市溪湖区溪湖东路3栋1层1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50255,OK
50256,辽宁省,本溪市,溪湖区,本溪市溪湖邮政支局,本溪市溪湖区溪湖西路96栋1至3层1层1号 3层1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50256,OK
50257,辽宁省,本溪市,溪湖区,本溪市火连寨邮政支局,辽宁省本溪市溪湖区火连寨寨中路29栋1至3层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117003,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50257,OK
50258,辽宁省,本溪市,溪湖区,本溪市石桥子邮政支局,辽宁省本溪市溪湖区金桥路212栋1至2层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117004,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50258,OK
50259,辽宁省,本溪市,溪湖区,本溪市开发区邮政支局,本溪市开发区榆林华苑1-45幢7号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117004,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50259,OK
50260,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50260,OK
50261,辽宁省,本溪市,溪湖区,本溪市歪头山铁矿邮政支局,辽宁省本溪市溪湖区歪头山铁矿东路1-6A栋1层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117006,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50261,OK
50262,辽宁省,本溪市,溪湖区,本溪市张其寨邮政支局,辽宁省本溪市溪湖区张其寨街道张其寨村1组,信件、印刷品、包裹、邮政汇兑、报刊订阅,117007,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50262,OK
50263,辽宁省,本溪市,明山区,本溪市高台子邮政支局,辽宁省本溪市明山区高台子街道高台子镇,信件、印刷品、包裹、邮政汇兑、报刊订阅,117008,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50263,OK
50264,辽宁省,本溪市,明山区,本溪市牛心台邮政支局,辽宁省本溪市明山区牛心台牛心路77A栋1至2层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117009,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50264,OK
50265,辽宁省,本溪市,明山区,本溪市卧龙邮政支局,本溪市明山区卧龙镇绢纺街,信件、印刷品、包裹、邮政汇兑、报刊订阅,117011,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50265,OK
50266,辽宁省,本溪市,南芬区,本溪市思山岭邮政支局,本溪市南芬区思山岭乡思山岭村3组1层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117013,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50266,OK
50267,辽宁省,本溪市,南芬区,本溪市南芬邮政支局,本溪市南芬区站前北街5号1至2层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117014,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50267,OK
50268,辽宁省,本溪市,南芬区,本溪市赵家堡邮政支局,本溪市南芬区五百户街4组1层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117014,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50268,OK
50269,辽宁省,本溪市,南芬区,本溪市下马塘邮政支局,本溪市南芬区下马塘镇河东路130栋1至2层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117015,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50269,OK
50270,辽宁省,本溪市,平山区,本溪市桥头邮政支局,本溪市平山区桥头街3-12栋1层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117016,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50270,OK
50271,辽宁省,本溪市,平山区,本溪市北台中心邮政支局,本溪市平山区北台中兴路榆树沟19栋1至6层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117017,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50271,OK
50272,辽宁省,本溪市,溪湖区,本溪市彩北邮政支局,辽宁省本溪市溪湖区彩屯北路97栋1层3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117019,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50272,OK
50273,辽宁省,本溪市,溪湖区,本溪市辽宁医药学院邮政所,本溪市经济开发区枫叶路206号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117019,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50273,OK
50274,辽宁省,本溪市,溪湖区,本溪市彩利邮政支局,辽宁省本溪市溪湖区彩屯南路128栋1层3门,信件、印刷品、包裹、邮政汇兑、报刊订阅,117019,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50274,OK
50275,辽宁省,本溪市,溪湖区,本溪市彩屯邮政支局,辽宁省本溪市溪湖区彩屯南路25栋1至3层,信件、印刷品、包裹、邮政汇兑、报刊订阅,117019,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50275,OK
50276,辽宁省,本溪市,明山区,本溪市大峪邮政支局,本溪市明山区新明街道大峪3号小区4单元一楼右侧,信件、印刷品、包裹、邮政汇兑、报刊订阅,117020,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50276,OK
50277,辽宁省,本溪市,平山区,本溪市南地邮政支局,辽宁省本溪市平山区解放南路145栋1至3层1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117021,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50277,OK
50278,辽宁省,本溪市,平山区,本溪市德太邮政支局,辽宁省本溪市平山区南地街道解放南路2段,信件、印刷品、包裹、邮政汇兑、报刊订阅,117021,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50278,OK
50279,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50279,OK
50280,辽宁省,本溪市,明山区,本溪市高峪邮政支局,本溪市明山区峪明路236栋1层3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117022,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50280,OK
50281,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50281,OK
50282,辽宁省,本溪市,平山区,本溪市清荣邮政支局,本溪市平山区平山路66栋1层3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117022,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50282,OK
50283,辽宁省,本溪市,明山区,本溪市地工路邮政支局,本溪市明山区地工路14号1至2层2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117022,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50283,OK
50284,辽宁省,本溪市,平山区,本溪市迎宾邮政支局,辽宁省本溪市平山区乙楼2-3号楼6号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117022,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50284,OK
50285,辽宁省,本溪市,明山区,本溪市文化路邮政支局,辽宁省本溪市明山区文化路96栋1至2层6号,信件、印刷品、包裹、邮政汇兑、报刊订阅,117022,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50285,OK
50286,辽宁省,丹东市,振兴区,丹东市七经街邮政所,丹东市振兴区七纬路78号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,118099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50286,OK
50287,辽宁省,丹东市,振兴区,丹东市崇兴街邮政所,丹东市元宝区新华街17号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50287,OK
50288,辽宁省,丹东市,元宝区,丹东市八道邮政所,丹东市元宝区宝山大街10-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118015,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50288,OK
50289,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50289,OK
50290,辽宁省,丹东市,振兴区,丹东市鸭绿江邮政所,丹东市振兴区六纬路4-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50290,OK
50291,辽宁省,丹东市,振兴区,丹东福民邮政所,丹东市振兴区兴三路17号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118016,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50291,OK
50292,辽宁省,丹东市,振兴区,丹东市四道邮政所,丹东市振兴区十经街25-9,信件、印刷品、包裹、邮政汇兑、报刊订阅,118099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50292,OK
50293,辽宁省,丹东市,振兴区,丹东市滨江邮政所,辽宁省丹东市振兴区兴五路26-11-1室,信件、印刷品、包裹、邮政汇兑、报刊订阅,118016,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50293,OK
50294,辽宁省,丹东市,元宝区,丹东市东坎子邮政所,丹东市振安区东齐路7号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118001,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50294,OK
50295,辽宁省,丹东市,元宝区,丹东市公安街邮政所,丹东市元宝区锦山大街16-4号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118001,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50295,OK
50296,辽宁省,丹东市,振安区,丹东市珍珠路邮政所,丹东市振安区珍珠街222-1至号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118001,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50296,OK
50297,辽宁省,丹东市,元宝区,丹东市江城邮政所,丹东市元宝区江城大街200-1号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,118015,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50297,OK
50298,辽宁省,丹东市,振兴区,丹东市春三路邮政所,丹东市振兴区春三路6号,信件、印刷品、包裹、邮政汇兑、港澳台业务、报刊订阅,118002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50298,OK
50299,辽宁省,丹东市,振兴区,丹东市民主桥邮政所,丹东市锦山大街294-2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50299,OK
50300,辽宁省,丹东市,振兴区,丹东市欧洲花园邮政所,丹东市振兴区滨江中路153-14号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50300,OK
50301,辽宁省,丹东市,元宝区,丹东市宝山邮政所,丹东市元宝区宝山大街27-10-2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118015,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50301,OK
50302,辽宁省,丹东市,振兴区,丹东市山上街邮政所,丹东市振兴区兴七路37-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118016,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50302,OK
50303,辽宁省,丹东市,元宝区,丹东市金山邮政支局,丹东市元宝区金山镇金山大街644-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118003,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50303,OK
50304,辽宁省,丹东市,振安区,丹东市五龙背邮政支局,丹东市振安区五龙背站前西街1-11号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,118005,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50304,OK
50305,辽宁省,丹东市,振安区,丹东市九连城邮政支局,丹东市振安区九连城镇九连城街158-1号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118006,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50305,OK
50306,辽宁省,丹东市,振安区,丹东市楼房邮政支局,丹东市振安区楼房镇楼房路343号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118007,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50306,OK
50307,辽宁省,丹东市,振兴区,丹东市浪头邮政支局,丹东市振兴区浪头镇北环路571号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118009,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50307,OK
50308,辽宁省,丹东市,振安区,丹东市同兴邮政支局,丹东市振安区同兴镇同兴路21号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118011,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50308,OK
50309,辽宁省,丹东市,振安区,汤山城邮政支局,丹东市振安区汤山城镇中街8号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118010,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50309,OK
50310,辽宁省,丹东市,振兴区,安民邮政支局,丹东市振安区西安民村杜家堡村177号,信件、印刷品、包裹、邮政汇兑、报刊订阅,118004,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50310,OK
50311,辽宁省,营口市,站前区,营口市大龙邮政支局,辽宁省营口市站前区渤海大街东5号,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,115099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50311,OK
50312,辽宁省,营口市,站前区,营口市弘逸园邮政支局,辽宁省营口市站前区弘逸佳园6号楼外门市11-12号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50312,OK
50313,辽宁省,营口市,站前区,营口市学府邮政支局,辽宁省营口市站前区学府路北23-甲12号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50313,OK
50314,辽宁省,营口市,西市区,营口市通惠门邮政支局,辽宁省营口市站前区通惠苑1号楼4单元门市一层(甲七甲八),信件、印刷品、包裹、邮政汇兑、报刊订阅,115003,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50314,OK
50315,辽宁省,营口市,站前区,营口市政府邮政所,辽宁省营口市西市区新湖大街与澄湖西路交叉口西北处自贸区办公楼内,信件、印刷品、包裹、邮政汇兑、报刊订阅,115099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50315,OK
50316,辽宁省,营口市,站前区,营口市南湖邮政支局,辽宁省营口市站前区学府路南36-12,信件、印刷品、包裹、邮政汇兑、报刊订阅,115000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50316,OK
50317,辽宁省,营口市,站前区,营口市新兴邮政支局,辽宁省营口市站前区河湾北街3-2号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115001,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50317,OK
50318,辽宁省,营口市,站前区,营口市育新邮政支局,辽宁省营口市站前区育新街北新里,信件、印刷品、包裹、邮政汇兑、国际业务、港澳台业务、报刊订阅,115001,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50318,OK
50319,辽宁省,营口市,站前区,营口市南园邮政支局,辽宁省营口市站前区南园里,信件、印刷品、包裹、邮政汇兑、报刊订阅,115000,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50319,OK
50320,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50320,OK
50321,辽宁省,营口市,站前区,营口市站前邮政支局,辽宁省营口市站前区迎宾街货场南里3号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50321,OK
50322,辽宁省,营口市,站前区,营口市东升邮政支局,辽宁省营口市站前区东升路10-13号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50322,OK
50323,辽宁省,营口市,站前区,营口市太和邮政支局,辽宁省营口市站前区中心街39-甲12.13号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115002,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50323,OK
50324,辽宁省,营口市,西市区,营口市理工邮政所,营口市西市区博文路46号,信件、印刷品、包裹、邮政汇兑、报刊订阅,115099,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50324,OK
50325,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50325,OK
50326,,,,,北京市西城区北礼士路甲8号,,,https://zwfw.spb.gov.cn/gjj/pfyycsml/pfyycsmlDetail?uuid=50326,OK
